Keyword Stats 2026-06-18 at 20_22_19
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
einspeisevergütung photovoltaik 2023	EUR	50	0%	0%	Niedrig	0																			
drehbare photovoltaikanlage preis	EUR	500	0%	0%	Hoch	100	"0,60"	"1,68"																	
photovoltaik als dacheindeckung preise	EUR	500	0%	0%	Hoch	100	"0,83"	"2,41"																	
zuschuss für photovoltaik	EUR	500	0%	0%	Hoch	71	"1,17"	"2,95"																	
eprimo photovoltaik	EUR	50	0%	0%	Hoch	79	"3,57"	"10,04"																	
lohnt sich photovoltaik mit speicher	EUR	500	-90%	-90%	Niedrig	28	"1,20"	"3,50"																	
pv anlage preisvergleich	EUR	50	0%	0%	Hoch	88	"6,08"	"16,81"																	
pv anlage preis pro kwp	EUR	500	0%	0%	Hoch	77	"1,36"	"3,30"																	
zuschuss balkonkraftwerk	EUR	500	0%	0%	Hoch	75	"0,27"	"1,64"																	
kosten pv anlage 10 kwp mit speicher	EUR	500	0%	0%	Hoch	88	"1,93"	"5,46"																	
pv anlagen förderung 2023	EUR	50	0%	0%	Niedrig	11																			
fördermöglichkeiten photovoltaik	EUR	50	0%	0%	Hoch	78	"1,73"	"4,20"																	
pv mit speicher kosten	EUR	500	0%	0%	Hoch	100	"1,13"	"3,65"																	
solaranlagen förderung 2023	EUR	50	-100%	-100%	Unbekannt																				
zuschüsse für solaranlagen	EUR	500	0%	0%	Hoch	74	"1,17"	"3,44"																	
gibt es förderung für photovoltaik	EUR	50	0%	0%	Hoch	79	"1,31"	"2,80"																	
bafa förderung solarthermie	EUR	500	0%	0%	Niedrig	28	"0,52"	"2,53"																	
balkonkraftwerk lohnt sich das	EUR	500	0%	0%	Hoch	100	"0,19"	"1,08"																	
lohnt sich eine 3 kwp pv anlage	EUR	50	0%	-90%	Hoch	89	"0,89"	"2,21"																	
kosten solaranlage pro kwp	EUR	500	-90%	-90%	Hoch	78	"1,71"	"4,17"																	
solarpanel kosten	EUR	500	0%	0%	Hoch	100	"1,18"	"3,25"																	
solaranlage dach kosten förderung	EUR	50	0%	0%	Hoch	83	"1,81"	"6,19"																	
kosten photovoltaik pro kwp mit speicher	EUR	50	0%	0%	Hoch	86																			
rechner photovoltaik	EUR	5000	0%	0%	Hoch	72	"1,42"	"4,26"																	
photovoltaik kosten 2023	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch	EUR	500	0%	0%	Hoch	69	"0,80"	"2,99"																	
kfw kredit für photovoltaik	EUR	500	0%	0%	Hoch	78	"0,60"	"4,71"																	
staatliche förderung für solaranlagen	EUR	500	0%	0%	Hoch	75	"1,36"	"4,22"																	
strom solaranlage	EUR	500	0%	0%	Hoch	99	"1,61"	"4,12"																	
carport mit solardach preise	EUR	50	0%	-90%	Hoch	100	"0,54"	"1,63"																	
pv speicher nachrüsten förderung	EUR	500	0%	0%	Hoch	78	"0,55"	"1,90"																	
photovoltaik auf schieferdach kosten	EUR	50	0%	0%	Hoch	86	"1,52"	"4,65"																	
photovoltaikanlage reinigen kosten	EUR	500	0%	0%	Hoch	85	"0,52"	"1,62"																	
pv anlage 5 kwp kosten	EUR	50	0%	0%	Hoch	100	"1,66"	"3,68"																	
photovoltaik module preise	EUR	50	0%	0%	Hoch	100	"0,92"	"2,19"																	
finanzierung photovoltaikanlage kfw	EUR	50	0%	0%	Hoch	84	"1,98"	"9,47"																	
solaranlage steuerfrei	EUR	500	0%	0%	Niedrig	28	"0,47"	"2,02"																	
kosten einer pv anlage	EUR	5000	0%	0%	Hoch	90	"2,11"	"5,78"																	
ab wann lohnt sich eine solaranlage	EUR	500	-90%	-90%	Hoch	79	"1,41"	"4,82"																	
zuschuss pv anlage	EUR	500	0%	0%	Hoch	76	"1,18"	"3,36"																	
lohnt sich eine pv anlage rechner	EUR	50	0%	0%	Hoch	76	"1,82"	"5,04"																	
förderung batteriespeicher 2022	EUR	50	0%	-100%	Unbekannt																				
kosten solaranlage mit speicher und wallbox	EUR	50	-90%	0%	Hoch	94	"1,96"	"5,58"																	
solarkollektoren warmwasser	EUR	500	0%	0%	Hoch	100	"0,19"	"1,43"																	
pv anlage reinigen kosten	EUR	500	0%	0%	Hoch	92	"0,48"	"1,62"																	
dach solaranlage kosten	EUR	50	0%	0%	Hoch	97	"2,17"	"6,24"																	
lohnt sich eine photovoltaikanlage rechner	EUR	50	0%	0%	Hoch	86	"1,31"	"5,28"																	
photovoltaik komplettanlage 20 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	89	"1,54"	"3,69"																	
solaranlage dach förderung	EUR	50	0%	0%	Hoch	71	"1,81"	"5,20"																	
solaranlage kaufen förderung	EUR	50	0%	0%	Mittel	52	"2,97"	"8,30"																	
photovoltaik komplettanlage 10 kwp mit speicher und montage kosten	EUR	500	-90%	-90%	Hoch	88	"2,39"	"5,66"																	
pv förderung 2022	EUR	50	0%	0%	Niedrig	3																			
zuschuss photovoltaik 2023	EUR	50	-100%	-100%	Unbekannt																				
speicher für photovoltaik kosten	EUR	5000	0%	0%	Hoch	100	"1,28"	"4,70"																	
solarmodule kosten pro m2	EUR	500	0%	0%	Hoch	100	"0,95"	"2,12"																	
ewe solar kosten	EUR	50	0%	0%	Hoch	79	"1,04"	"3,04"																	
solaranlage photovoltaik	EUR	50	-90%	-90%	Hoch	99	"1,93"	"8,03"																	
kosten für pv anlage	EUR	5000	0%	0%	Hoch	90	"2,11"	"5,78"																	
enpal monatliche kosten	EUR	50	900%	900%	Mittel	64	"1,87"	"6,36"																	
8 kwp pv anlage kosten	EUR	50	0%	0%	Hoch	85	"1,61"	"4,34"																	
speicher pv anlage kosten	EUR	5000	0%	0%	Hoch	100	"1,88"	"5,99"																	
photovoltaik glasdach preis	EUR	50	0%	0%	Hoch	100	"0,71"	"1,75"																	
lohnt sich eine solaranlage mit speicher	EUR	50	0%	900%	Hoch	77	"1,26"	"4,22"																	
solarthermie warmwasser	EUR	500	0%	0%	Hoch	100	"0,44"	"1,84"																	
photovoltaik 3.000 kwh kosten	EUR	50	0%	0%	Hoch	98	"1,37"	"3,21"																	
pv anlage 4 kwp mit speicher kosten	EUR	500	0%	0%	Hoch	100	"1,56"	"3,68"																	
wieviel kwp pro m2	EUR	500	0%	0%	Mittel	59	"0,88"	"2,33"																	
elektroheizung mit photovoltaik kosten	EUR	50	0%	0%	Hoch	97	"0,91"	"2,62"																	
10 kwp pv anlage mit speicher kosten	EUR	500	0%	0%	Hoch	100	"1,71"	"4,99"																	
speicher solaranlage kosten	EUR	50	-90%	-90%	Hoch	100	"0,88"	"2,14"																	
zuschüsse für photovoltaik	EUR	500	0%	0%	Hoch	71	"1,17"	"2,95"																	
kostenrechner pv anlage	EUR	50	0%	0%	Hoch	72	"2,91"	"7,18"																	
pv anlage für heizung und warmwasser	EUR	500	0%	-90%	Hoch	100	"0,87"	"3,09"																	
wieviel kostet eine pv anlage	EUR	50	0%	0%	Hoch	82	"2,28"	"5,54"																	
photovoltaik einspeisevergütung 2023	EUR	50	0%	0%	Niedrig	11																			
photovoltaik carport förderung	EUR	50	0%	0%	Hoch	86																			
balkonkraftwerk mit speicher kosten	EUR	500	0%	0%	Hoch	100	"0,49"	"1,62"																	
10 kw photovoltaik kosten	EUR	50	0%	0%	Hoch	100	"1,10"	"3,32"																	
enpal de kosten	EUR	50	0%	-100%	Unbekannt																				
12 kwp pv anlage mit speicher kosten	EUR	500	0%	0%	Hoch	100	"1,48"	"4,46"																	
kosten photovoltaikanlage einfamilienhaus	EUR	50	-90%	0%	Hoch	83	"1,97"	"5,10"																	
photovoltaik inselanlage einfamilienhaus	EUR	50	0%	0%	Hoch	89	"0,74"	"1,89"																	
warmwasser mit solar	EUR	5000	0%	0%	Hoch	100	"0,51"	"2,16"																	
photovoltaikanlage mit speicher förderung	EUR	50	0%	0%	Hoch	93	"1,76"	"6,08"																	
6 kwp pv anlage kosten	EUR	50	0%	0%	Hoch	82	"1,34"	"2,98"																	
preis photovoltaik mit speicher	EUR	50	0%	0%	Hoch	93	"1,89"	"4,83"																	
wieviel kostet eine photovoltaikanlage für ein einfamilienhaus	EUR	50	0%	0%	Hoch	83	"1,85"	"4,89"																	
balkonkraftwerk förderung 2022	EUR	50	0%	0%	Niedrig	0																			
kfw förderung photovoltaik privat 2022	EUR	50	0%	0%	Unbekannt																				
ab wieviel kwh lohnt sich photovoltaik	EUR	500	-90%	-90%	Hoch	75	"1,07"	"3,65"																	
photovoltaik 6 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	97	"1,69"	"5,58"																	
kosten solarpanel	EUR	500	0%	0%	Hoch	100	"1,11"	"2,85"																	
förderungen photovoltaik 2023	EUR	50	0%	0%	Mittel	39																			
kosten solaranlage 10 kwp	EUR	50	0%	0%	Hoch	94	"2,02"	"5,15"																	
solaranlage 10 kwp kosten	EUR	50	0%	-90%	Hoch	98	"1,88"	"4,63"																	
kosten für pv anlage mit speicher	EUR	50	0%	900%	Hoch	88	"1,83"	"5,69"																	
staatliche förderung photovoltaik 2023	EUR	50	-100%	-100%	Unbekannt																				
fördermittel solaranlage	EUR	500	0%	0%	Hoch	79	"1,37"	"4,20"																	
10 kw pv anlage mit speicher kosten	EUR	50	-90%	0%	Hoch	96	"1,67"	"5,24"																	
solaranlage flachdach kosten	EUR	50	0%	0%	Hoch	92	"1,40"	"4,52"																	
photovoltaik kfw	EUR	500	0%	0%	Hoch	69	"0,40"	"4,77"																	
solarthermie kosten einfamilienhaus	EUR	50	0%	0%	Hoch	90	"0,88"	"2,56"																	
photovoltaik speicher nachrüsten preis	EUR	50	0%	0%	Hoch	100																			
solaranlage staatliche förderung	EUR	500	0%	0%	Hoch	75	"1,36"	"4,22"																	
kosten für photovoltaikanlage mit speicher	EUR	5000	-90%	0%	Hoch	94	"1,81"	"5,66"																	
voltaikanlage kosten	EUR	5000	0%	0%	Hoch	85	"1,60"	"4,83"																	
balkonkraftwerk amortisation rechner	EUR	500	0%	0%	Hoch	87	"0,22"	"1,28"																	
solarzellen kosten	EUR	50	0%	-90%	Hoch	98	"1,22"	"3,13"																	
solarstromspeicher kosten	EUR	50	0%	0%	Hoch	100	"0,92"	"2,90"																	
photovoltaik 5 kwp	EUR	50	0%	0%	Hoch	100	"1,42"	"3,34"																	
photovoltaik förderung bafa	EUR	500	0%	0%	Mittel	52	"0,98"	"3,33"																	
steuerbefreiung pv anlage formular	EUR	500	0%	0%	Niedrig	6	"0,45"	"1,45"																	
solaranlage speicher kosten	EUR	5000	0%	0%	Hoch	99	"2,15"	"6,34"																	
ab wann lohnt sich eine photovoltaikanlage	EUR	50	0%	0%	Hoch	80	"1,45"	"4,76"																	
kostenrechner solaranlage	EUR	500	0%	0%	Hoch	83	"1,60"	"4,37"																	
solarpark bauen kosten	EUR	50	0%	0%	Mittel	64	"1,27"	"4,82"																	
photovoltaik rheinland pfalz	EUR	50	-90%	-90%	Niedrig	12	"2,03"	"9,46"																	
kwp pro m2	EUR	500	0%	0%	Mittel	40	"1,00"	"2,26"																	
preise für solaranlagen	EUR	50	-90%	0%	Hoch	91	"1,52"	"3,63"																	
photovoltaik 5 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	88	"1,72"	"4,41"																	
solaranlage kfw	EUR	50	0%	0%	Hoch	68	"0,53"	"5,83"																	
kfw förderung für solaranlagen	EUR	500	0%	0%	Hoch	76	"0,94"	"4,48"																	
photovoltaik mit speicher förderung	EUR	500	0%	0%	Hoch	76	"1,35"	"4,01"																	
aktuelle förderung photovoltaik	EUR	500	-90%	-90%	Hoch	79	"1,39"	"3,57"																	
förderung pv speicher	EUR	500	0%	0%	Mittel	50	"0,50"	"1,65"																	
agri pv förderung	EUR	500	0%	0%	Mittel	65	"0,96"	"2,31"																	
photovoltaik kosten mit speicher	EUR	50	-90%	0%	Hoch	85	"1,89"	"4,76"																	
pv anlage 6 kwp kosten	EUR	50	0%	0%	Hoch	99	"1,48"	"3,94"																	
eon solaranlage kosten	EUR	50	0%	0%	Hoch	78	"2,33"	"11,23"																	
solaranlage warmwasser und heizungsunterstützung	EUR	500	0%	0%	Hoch	100	"0,94"	"2,70"																	
kredit photovoltaik kfw	EUR	500	0%	0%	Hoch	78	"0,60"	"4,71"																	
solaranlage kosten pro kwp	EUR	500	-90%	-90%	Hoch	78	"1,71"	"4,17"																	
kfw förderung photovoltaikanlage	EUR	500	0%	900%	Hoch	70	"0,84"	"3,20"																	
solaranlage reinigen kosten	EUR	500	0%	0%	Hoch	91	"0,53"	"1,65"																	
kosten pv anlage einfamilienhaus	EUR	50	0%	0%	Hoch	78	"2,07"	"5,47"																	
warmwasser über solar	EUR	5000	0%	0%	Hoch	100	"0,51"	"2,16"																	
pv anlage mit speicher förderung 2022	EUR	50	0%	-100%	Unbekannt																				
solar kosten rechner	EUR	50	0%	0%	Hoch	76	"2,13"	"8,44"																	
rentiert sich eine pv anlage	EUR	50	0%	0%	Hoch	77	"1,28"	"3,88"																	
photovoltaik zuschuss	EUR	500	0%	0%	Hoch	71	"1,17"	"2,95"																	
yello solar kosten	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik dach kosten	EUR	50	0%	0%	Hoch	88	"1,68"	"5,45"																	
solaranlage warmwasser kosten	EUR	500	0%	0%	Hoch	100	"1,00"	"2,92"																	
solar und photovoltaik kombiniert kosten	EUR	50	0%	0%	Hoch	86	"1,77"	"5,66"																	
kosten pv	EUR	500	0%	0%	Hoch	95	"1,90"	"4,79"																	
solardach förderung	EUR	50	0%	0%	Hoch	81	"1,26"	"3,74"																	
kosten speicher photovoltaik	EUR	5000	0%	0%	Hoch	100	"1,28"	"4,70"																	
eon photovoltaik kosten	EUR	50	-90%	0%	Hoch	77	"2,33"	"7,01"																	
fördergelder solaranlage	EUR	50	0%	0%	Hoch	76	"1,46"	"3,71"																	
kfw kredit photovoltaik privat	EUR	50	0%	0%	Hoch	82	"0,62"	"4,56"																	
preis photovoltaik pro kwp	EUR	50	0%	0%	Hoch	80	"1,46"	"3,18"																	
förderung für photovoltaik anlagen	EUR	50	0%	0%	Hoch	86																			
taubenabwehr photovoltaik kosten	EUR	500	0%	0%	Hoch	100	"0,58"	"1,73"																	
pv anlage 7 kwp kosten	EUR	50	0%	0%	Hoch	97	"1,83"	"6,63"																	
solar anlage kosten	EUR	50	0%	0%	Hoch	98	"2,06"	"5,70"																	
photovoltaik einfamilienhaus kosten	EUR	500	0%	0%	Hoch	91	"1,48"	"4,17"																	
warmwasser photovoltaik	EUR	500	-90%	-90%	Hoch	100	"0,45"	"2,22"																	
photovoltaik speicher förderung	EUR	500	0%	0%	Hoch	76	"1,35"	"4,01"																	
staatliche förderung pv anlage	EUR	500	0%	0%	Hoch	80	"1,40"	"3,85"																	
zuschuss pv anlage 2023	EUR	50	0%	0%	Niedrig	0																			
wärmepumpe und photovoltaik kosten	EUR	500	0%	0%	Hoch	81	"3,48"	"12,44"																	
photovoltaikanlage kaufen preis	EUR	50	0%	0%	Niedrig	0																			
solar förderung 2022	EUR	50	0%	0%	Hoch	71																			
solarförderung 2022	EUR	50	0%	0%	Niedrig	29																			
photovoltaikanlage 10 kwp kosten	EUR	50	0%	0%	Hoch	92	"1,53"	"3,54"																	
gibt es förderung für solaranlagen	EUR	500	0%	900%	Hoch	82	"1,43"	"3,90"																	
kosten für eine photovoltaikanlage	EUR	5000	0%	0%	Hoch	85	"1,60"	"4,83"																	
solaranlage auf dem dach kosten	EUR	500	0%	0%	Hoch	82	"2,03"	"6,77"																	
solar carport kosten	EUR	500	0%	0%	Hoch	100	"0,58"	"1,87"																	
kosten pv anlage 5 kwp	EUR	50	-90%	0%	Hoch	93	"1,67"	"4,55"																	
kfw kredit photovoltaik zinssatz	EUR	50	-90%	0%	Hoch	72	"0,57"	"2,59"																	
pv anlage montage kosten	EUR	50	-90%	-90%	Hoch	86	"1,66"	"4,95"																	
lohnt sich eine pv anlage 2023	EUR	50	0%	0%	Unbekannt																				
förderung stromspeicher	EUR	500	0%	0%	Mittel	49	"0,55"	"1,82"																	
pv strom direktvermarktung preis	EUR	50	0%	0%	Mittel	38	"1,01"	"2,19"																	
speicher photovoltaik förderung	EUR	500	0%	0%	Hoch	76	"1,35"	"4,01"																	
sonnenkollektoren preis	EUR	50	0%	0%	Hoch	100	"0,83"	"2,02"																	
vergütung pv anlage 2023	EUR	50	0%	0%	Niedrig	10																			
ewe solaranlage kosten	EUR	50	-90%	0%	Hoch	83	"2,32"	"6,73"																	
kosten enpal	EUR	50	0%	0%	Hoch	83	"2,42"	"7,23"																	
kosten batteriespeicher	EUR	500	0%	0%	Hoch	100	"0,78"	"1,99"																	
kfw solaranlage	EUR	50	0%	0%	Hoch	68	"0,53"	"5,83"																	
solar zuschuss	EUR	500	0%	0%	Hoch	75	"1,20"	"3,88"																	
montagekosten pv anlage	EUR	50	-90%	-90%	Hoch	71	"1,39"	"4,22"																	
überschussladen	EUR	500	0%	0%	Hoch	70	"0,15"	"1,04"																	
carport mit solardach kosten	EUR	50	0%	0%	Hoch	100	"0,63"	"1,70"																	
pv speicher nachrüsten kosten	EUR	500	0%	0%	Hoch	100	"0,56"	"2,10"																	
warmwasser mit strom aus photovoltaik	EUR	500	0%	0%	Hoch	100	"0,33"	"1,72"																	
balkon solaranlage förderung	EUR	50	0%	0%	Hoch	80	"0,21"	"1,05"																	
reinigung solaranlage kosten	EUR	500	0%	0%	Hoch	91	"0,53"	"1,65"																	
bsh solar kosten	EUR	50	0%	0%	Hoch	71	"1,46"	"3,83"																	
kfw finanzierung photovoltaik	EUR	50	0%	0%	Hoch	74	"0,60"	"5,51"																	
kfw förderung wärmepumpe mit photovoltaik	EUR	50	0%	0%	Hoch	68	"0,65"	"4,92"																	
kosten 6 kwp pv anlage	EUR	50	0%	0%	Hoch	85	"1,74"	"4,28"																	
photovoltaik 8.000 kwh kosten	EUR	50	0%	0%	Mittel	61																			
terrassenüberdachung photovoltaik preis	EUR	50	0%	0%	Hoch	100	"0,64"	"1,91"																	
solaranlage 6 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	93	"1,89"	"5,02"																	
wieviel strom erzeugt eine pv anlage	EUR	50	0%	0%	Hoch	73	"1,28"	"2,71"																	
kosten photovoltaik 10 kwp	EUR	50	0%	0%	Hoch	93	"1,56"	"4,22"																	
kfw förderung für photovoltaik	EUR	5000	0%	0%	Hoch	74	"0,52"	"4,06"																	
neue förderung photovoltaik	EUR	50	0%	0%	Mittel	66	"0,36"	"1,87"																	
photovoltaik staatliche förderung	EUR	500	0%	0%	Hoch	73	"1,19"	"3,64"																	
photovoltaik für einfamilienhaus	EUR	50	0%	0%	Hoch	94	"2,00"	"6,13"																	
preis pv anlage pro kwp	EUR	500	0%	0%	Hoch	77	"1,36"	"3,30"																	
photovoltaik reinigungsgeräte preise	EUR	50	0%	-90%	Hoch	100	"0,16"	"1,59"																	
kosten solaranlage 10 kwp mit speicher	EUR	500	900%	900%	Hoch	94	"2,02"	"5,65"																	
kosten 10kwp anlage	EUR	50	0%	0%	Hoch	82	"1,82"	"4,69"																	
wieviel kostet solaranlage	EUR	500	0%	0%	Hoch	94	"1,54"	"4,39"																	
solaranlage lohnt sich	EUR	500	0%	0%	Hoch	72	"1,19"	"4,15"																	
förderung pv anlagen 2023	EUR	50	0%	0%	Niedrig	7																			
15 kwp pv anlage kosten	EUR	50	0%	0%	Hoch	95	"1,42"	"4,06"																	
kosten pv anlage mit speicher 10 kwp	EUR	500	-90%	-90%	Hoch	89	"2,43"	"6,53"																	
photovoltaik komplettanlage 15 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	100	"1,66"	"5,47"																	
pv anlage 8 kwp kosten	EUR	50	0%	0%	Hoch	99	"1,74"	"6,29"																	
kosten 5 kwp pv anlage	EUR	50	-90%	0%	Hoch	93	"1,67"	"4,55"																	
solarplatten warmwasser	EUR	500	0%	0%	Hoch	100	"0,35"	"2,05"																	
kosten 10kw pv anlage	EUR	50	0%	0%	Hoch	96	"1,94"	"5,39"																	
förderung von pv anlagen	EUR	5000	0%	0%	Hoch	78	"1,33"	"3,55"																	
fördermittel pv anlage	EUR	50	0%	0%	Hoch	80	"1,40"	"4,40"																	
kosten 10 kwp pv anlage mit speicher	EUR	500	0%	0%	Hoch	96	"1,66"	"4,85"																	
solaranlage für warmwasser und heizung	EUR	50	0%	0%	Hoch	100	"1,25"	"4,45"																	
solar panel preis	EUR	500	0%	0%	Hoch	100	"0,96"	"2,23"																	
photovoltaik amortisation	EUR	500	-90%	-90%	Mittel	55	"0,97"	"2,83"																	
lichtblick solaranlage kosten	EUR	50	0%	0%	Hoch	71																			
pv anlage für einfamilienhaus	EUR	50	0%	0%	Hoch	98	"2,16"	"7,24"																	
wieviel kostet eine solaranlage mit speicher	EUR	50	0%	0%	Hoch	93	"1,62"	"4,85"																	
kosten solardach	EUR	500	0%	0%	Hoch	83	"1,91"	"6,63"																	
heizung mit solar komplett preis	EUR	50	-90%	0%	Hoch	97	"0,93"	"2,50"																	
umsatzsteuer photovoltaik 2023	EUR	50	0%	-90%	Niedrig	2																			
photovoltaik zuschuss 2023	EUR	50	0%	-100%	Unbekannt																				
günstige kredite für photovoltaikanlagen	EUR	50	0%	0%	Hoch	69	"2,25"	"5,99"																	
förderungen pv anlage 2023	EUR	50	0%	0%	Niedrig	7																			
kosten solaranlage warmwasser	EUR	500	0%	0%	Hoch	100	"1,00"	"2,92"																	
kosten für eine solaranlage	EUR	5000	0%	0%	Hoch	93	"1,89"	"5,23"																	
transparente solarmodule preise	EUR	50	0%	0%	Hoch	100	"0,36"	"1,59"																	
pv anlage steuerfrei 2023	EUR	50	0%	-90%	Niedrig	0																			
photovoltaik ohne anschaffungskosten	EUR	50	0%	0%	Niedrig	0																			
kosten montage pv anlage	EUR	50	-90%	0%	Hoch	82	"1,29"	"3,97"																	
batteriespeicher preise	EUR	500	0%	0%	Hoch	100	"0,25"	"1,63"																	
strom in cloud speichern kosten	EUR	50	0%	0%	Mittel	61	"0,30"	"1,41"																	
rechnet sich eine solaranlage	EUR	50	0%	0%	Hoch	84	"1,23"	"3,50"																	
kfw 270 für privatpersonen	EUR	500	0%	900%	Hoch	75	"1,24"	"4,94"																	
subvention solaranlage	EUR	500	-90%	-90%	Hoch	73	"1,39"	"4,18"																	
daheim solar kosten	EUR	50	0%	0%	Unbekannt																				
förderung solar 2023	EUR	50	0%	0%	Unbekannt																				
solaranlage für einfamilienhaus kosten	EUR	500	0%	0%	Hoch	85	"1,40"	"4,42"																	
photovoltaik steuer 2023	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik förderung rheinland pfalz	EUR	50	0%	0%	Mittel	44	"1,43"	"4,51"																	
solaranlage zuschuss 2023	EUR	50	0%	-100%	Unbekannt																				
zuschuss für balkonkraftwerk	EUR	50	0%	0%	Hoch	67	"0,27"	"1,32"																	
kosten solaranlage dach mit speicher	EUR	50	0%	0%	Hoch	89	"2,44"	"5,03"																	
solar für warmwasser lohnt sich das	EUR	500	0%	0%	Hoch	86	"0,51"	"1,90"																	
solarpark kosten pro hektar	EUR	50	0%	0%	Mittel	45	"0,95"	"1,59"																	
solar panel kosten	EUR	50	0%	0%	Hoch	100	"1,40"	"3,36"																	
kosten einer pv anlage mit speicher	EUR	50	0%	0%	Hoch	88	"2,17"	"5,50"																	
