Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
kosten erdwärmebohrung	EUR	500	0%	0%	Hoch	71	"0,58"	"2,37"																	
warmwasser wärmepumpe kaufen	EUR	50	0%	0%	Hoch	100	"0,48"	"2,29"																	
viessmann wärmepumpe kosten	EUR	500	-90%	0%	Hoch	99	"1,22"	"3,59"																	
luftwärmepumpe kosten vaillant	EUR	50	0%	0%	Hoch	95	"1,21"	"2,57"																	
wärmepumpe vaillant preis	EUR	500	0%	0%	Hoch	100	"1,16"	"3,33"																	
von gas auf wärmepumpe	EUR	50	0%	0%	Mittel	52	"2,08"	"9,17"																	
alternative zur wärmepumpe altbau	EUR	500	0%	900%	Hoch	84	"0,86"	"2,31"																	
wärmepumpe oder gas	EUR	500	0%	0%	Hoch	72	"0,91"	"3,24"																	
stromverbrauch wärmepumpe einfamilienhaus	EUR	500	0%	0%	Mittel	61	"0,27"	"1,49"																	
förderung klimaanlage wärmepumpe	EUR	50	0%	0%	Hoch	70	"0,20"	"1,88"																	
wärmepumpe und gasheizung	EUR	500	0%	0%	Hoch	84	"0,73"	"3,06"																	
gas hybrid wärmepumpe preise	EUR	500	0%	0%	Hoch	100	"1,04"	"2,60"																	
luft wasser wärmepumpe stromverbrauch	EUR	500	-90%	-90%	Mittel	60	"0,42"	"1,76"																	
wärmepumpe staatliche förderung	EUR	5000	0%	900%	Hoch	80	"1,30"	"4,36"																	
wärmepumpe mit heizkörper kosten	EUR	500	0%	900%	Hoch	81	"1,34"	"4,37"																	
wärmepumpe heizung altbau	EUR	50	0%	0%	Hoch	96	"1,89"	"4,76"																	
förderung neue gasheizung 2023	EUR	0	0%	-100%	Unbekannt																				
durchlauferhitzer warmwasser	EUR	5000	0%	0%	Hoch	100	"0,17"	"0,58"																	
wärmepumpe 30 kw preis	EUR	500	0%	900%	Hoch	100	"1,14"	"3,47"																	
wärmepumpe für heizkörper und warmwasser	EUR	50	0%	0%	Hoch	98	"1,05"	"4,59"																	
stromverbrauch einer wärmepumpe	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
hoval wärmepumpe preis	EUR	50	0%	0%	Hoch	91	"0,85"	"2,05"																	
wärmepumpe heizkörper altbau	EUR	500	0%	0%	Hoch	98	"1,25"	"3,88"																	
stiebel eltron wärmepumpe preis	EUR	500	0%	0%	Hoch	100	"0,98"	"2,80"																	
gastherme durch wärmepumpe ersetzen	EUR	50	-90%	0%	Hoch	75	"1,52"	"4,31"																	
kosten erdsondenbohrung	EUR	50	0%	0%	Hoch	73	"0,44"	"2,13"																	
wieviel förderung wärmepumpe	EUR	500	0%	-90%	Hoch	80	"0,92"	"3,17"																	
preis wärmepumpe mit einbau	EUR	500	0%	0%	Hoch	86	"1,36"	"3,94"																	
viessmann wärmepumpe preisliste 2022	EUR	50	-100%	-100%	Unbekannt																				
wärmepumpenheizung für altbau	EUR	50	0%	0%	Hoch	83	"1,35"	"3,51"																	
vergleich strom wärmepumpe	EUR	50	0%	0%	Hoch	83	"2,06"	"5,32"																	
luft wasser wärmepumpe für heizung und warmwasser	EUR	50	0%	0%	Hoch	99	"1,18"	"2,74"																	
wärmepumpe förderung neubau	EUR	500	0%	0%	Hoch	71	"0,81"	"2,72"																	
neue heizung wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,32"	"6,16"																	
wärmepumpe bafa förderung	EUR	50	0%	0%	Hoch	70	"0,90"	"3,58"																	
bafa antrag wärmepumpe online	EUR	50	0%	0%	Mittel	65	"0,78"	"2,12"																	
luftwärmepumpe für warmwasser	EUR	500	0%	0%	Hoch	100	"0,53"	"2,36"																	
preis für wärmepumpe	EUR	5000	0%	0%	Hoch	100	"1,16"	"3,42"																	
wärmepumpe mit photovoltaik altbau	EUR	50	0%	0%	Hoch	68	"0,94"	"5,03"																	
strom für wärmepumpe vergleich	EUR	5000	-90%	0%	Hoch	79	"1,25"	"4,08"																	
fördermittel wärmepumpe	EUR	500	0%	0%	Hoch	80	"1,07"	"3,84"																	
preis luftwärmepumpe	EUR	50	-90%	0%	Hoch	94	"1,14"	"3,38"																	
warmwasser wärmepumpe viessmann	EUR	500	0%	0%	Hoch	100	"0,28"	"1,51"																	
umrüsten auf wärmepumpe kosten	EUR	50	-90%	0%	Hoch	77	"2,02"	"6,91"																	
förderung warmwasser wärmepumpe	EUR	500	0%	0%	Hoch	83	"0,51"	"1,96"																	
energieverbrauch wärmepumpe	EUR	500	0%	0%	Mittel	65	"0,38"	"1,53"																	
beratung wärmepumpe altbau	EUR	50	0%	0%	Hoch	79	"1,42"	"4,04"																	
gasheizung gegen wärmepumpe austauschen	EUR	50	0%	-90%	Mittel	62	"2,29"	"5,24"																	
photovoltaik wärmepumpe kosten	EUR	500	0%	0%	Hoch	73	"2,08"	"8,53"																	
wärmepumpe 10 kw preis	EUR	500	0%	900%	Hoch	100	"1,61"	"3,95"																	
luft wasser wärmepumpe kosten inkl montage	EUR	500	0%	0%	Hoch	89	"1,24"	"4,08"																	
grundwasser wärmepumpe kosten	EUR	500	0%	0%	Hoch	84	"0,78"	"2,92"																	
wärmepumpe ohne fußbodenheizung kosten	EUR	50	0%	-90%	Hoch	72	"0,75"	"2,81"																	
kosten luftwärmepumpe mit einbau	EUR	50	-90%	0%	Mittel	60	"1,82"	"5,76"																	
hoval wärmepumpe preisliste	EUR	50	0%	0%	Mittel	65	"0,76"	"1,59"																	
kosten erdwärmeheizung	EUR	50	0%	0%	Hoch	79	"0,61"	"3,19"																	
gastherme mit wärmepumpe	EUR	50	0%	0%	Hoch	95	"0,90"	"3,22"																	
luft wasser wärmepumpe förderung	EUR	50	0%	0%	Hoch	78	"1,16"	"3,49"																	
kredit für wärmepumpe kfw	EUR	50	-90%	0%	Hoch	82	"1,00"	"4,49"																	
umrüstung gas auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	73	"1,06"	"6,60"																	
wärmepumpe buderus kosten	EUR	500	0%	0%	Hoch	100	"1,30"	"4,19"																	
wärmepumpe stromverbrauch berechnen	EUR	50	0%	0%	Mittel	64	"0,55"	"2,47"																	
wärmepumpe mit solarthermie kosten	EUR	50	0%	0%	Hoch	79	"1,63"	"4,34"																	
neue wärmepumpen für altbau	EUR	50	0%	0%	Hoch	93	"0,75"	"2,20"																	
wärmepumpenheizung stromverbrauch	EUR	50	0%	0%	Hoch	84	"0,53"	"1,78"																	
brauchwasserwärmepumpe förderung 2023	EUR	50	0%	0%	Niedrig	0																			
erdsondenbohrung kosten	EUR	50	0%	0%	Hoch	73	"0,44"	"2,13"																	
kosten wärmepumpe nachrüsten	EUR	50	0%	0%	Hoch	84	"1,86"	"11,78"																	
wärmepumpe förderung beantragen	EUR	500	0%	0%	Hoch	80	"0,92"	"4,09"																	
kosten vaillant wärmepumpe	EUR	500	0%	900%	Hoch	94	"1,51"	"4,16"																	
wärmepumpe mehrfamilienhaus altbau kosten	EUR	500	0%	0%	Hoch	83	"1,15"	"3,95"																	
kosten luft wasser wärmepumpe mit einbau	EUR	50	0%	0%	Hoch	67	"1,87"	"6,47"																	
fördermittel für wärmepumpen	EUR	500	0%	0%	Hoch	80	"1,07"	"3,84"																	
erdwärmepumpe kosten monatlich	EUR	500	-90%	0%	Hoch	73	"0,81"	"2,99"																	
wärmepumpe stromkosten	EUR	5000	0%	0%	Hoch	70	"0,54"	"1,81"																	
von öl auf wärmepumpe umrüsten kosten	EUR	500	-90%	-90%	Hoch	76	"1,68"	"5,95"																	
förderung austausch gasheizung gegen wärmepumpe	EUR	50	0%	0%	Hoch	70	"0,86"	"3,09"																	
wärmepumpe warmwasser und heizung	EUR	5000	-90%	0%	Hoch	100	"1,31"	"4,73"																	
warmwasser wärmepumpe stromverbrauch	EUR	500	0%	0%	Hoch	80	"0,20"	"1,17"																	
wieviel kw braucht eine wärmepumpe	EUR	500	0%	0%	Hoch	71	"0,49"	"1,50"																	
wärmepumpe für mehrfamilienhaus altbau	EUR	500	0%	900%	Hoch	90	"1,34"	"4,57"																	
wärmepumpe vs gasheizung	EUR	500	0%	0%	Hoch	67	"0,81"	"3,22"																	
finanzierung wärmepumpe kfw	EUR	50	-90%	0%	Hoch	78	"0,82"	"4,75"																	
preisvergleich strom wärmepumpe	EUR	50	0%	0%	Hoch	83	"1,04"	"2,91"																	
gasheizung durch wärmepumpe ersetzen kosten	EUR	50	0%	0%	Hoch	79	"2,14"	"7,17"																	
wärmepumpenförderung 2022	EUR	50	0%	∞	Niedrig	14																			
wärmepumpe viessmann altbau	EUR	50	0%	0%	Hoch	95	"1,04"	"2,98"																	
klimafreundlich heizen im altbau	EUR	50	-100%	-100%	Unbekannt																				
viessmann wärmepumpen preisliste	EUR	500	0%	0%	Hoch	99	"0,76"	"2,09"																	
wärmepumpe im altbau erfahrungen	EUR	500	-90%	0%	Hoch	72	"0,86"	"2,74"																	
heizen mit wärmepumpe kosten	EUR	500	0%	0%	Hoch	76	"1,23"	"4,01"																	
erdwärmepumpe förderung	EUR	50000	0%	0%	Hoch	79	"0,96"	"3,52"																	
ölheizung austauschen wärmepumpe kosten	EUR	500	0%	0%	Hoch	77	"1,30"	"5,77"																	
eprimo wärmepumpenstrom	EUR	500	0%	0%	Mittel	66	"0,73"	"2,82"																	
anschaffungskosten wärmepumpe	EUR	500	0%	0%	Hoch	81	"1,36"	"3,64"																	
bosch warmwasser wärmepumpe	EUR	500	0%	0%	Hoch	100	"0,24"	"1,44"																	
günstige wärmepumpe für altbau	EUR	500	0%	0%	Hoch	98	"1,17"	"4,68"																	
brauchwasser wärmepumpe förderung	EUR	500	-90%	0%	Hoch	95	"0,48"	"1,49"																	
wärmepumpe 40 kw preis	EUR	500	-90%	0%	Hoch	100	"1,24"	"3,03"																	
subvention wärmepumpe	EUR	500	0%	0%	Hoch	73	"1,46"	"4,99"																	
förderung von wärmepumpen 2023	EUR	50	0%	∞	Mittel	43																			
wärmepumpe altbau mehrfamilienhaus	EUR	50	-90%	0%	Hoch	85	"1,41"	"5,20"																	
erdwärmepumpe stromverbrauch	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
kosten für wärmepumpenheizung	EUR	500	0%	0%	Hoch	77	"1,40"	"4,95"																	
wärmepumpe anschaffungskosten	EUR	500	0%	0%	Hoch	81	"1,36"	"3,64"																	
antrag auf förderung wärmepumpe	EUR	500	0%	0%	Hoch	82	"0,87"	"3,53"																	
kredit wärmepumpe kfw	EUR	50	0%	900%	Hoch	76	"0,64"	"4,31"																	
voraussetzung wärmepumpe altbau	EUR	500	0%	900%	Hoch	70	"0,76"	"2,70"																	
kosten für wärmepumpe einfamilienhaus	EUR	50	900%	900%	Hoch	85	"1,30"	"4,10"																	
wärmepumpe kredit kfw	EUR	500	0%	0%	Hoch	77	"1,00"	"4,79"																	
wärmepumpe kosten mehrfamilienhaus	EUR	500	0%	0%	Hoch	74	"1,44"	"6,02"																	
gasheizung mit wärmepumpe nachrüsten viessmann	EUR	50	0%	0%	Hoch	86																			
kfw förderung wärmepumpe privat	EUR	5000	-90%	0%	Mittel	67	"0,49"	"2,27"																	
zuschuss für wärmepumpe 2023	EUR	50	0%	0%	Niedrig	0																			
kosten neue heizung wärmepumpe	EUR	50	0%	0%	Mittel	64	"1,55"	"5,02"																	
kosten luftwärmepumpe mit fußbodenheizung	EUR	50	0%	0%	Mittel	66	"1,75"	"5,51"																	
verbrauch wärmepumpe pro jahr	EUR	5000	-90%	0%	Mittel	60	"0,36"	"1,69"																	
förderung einbau wärmepumpe	EUR	50	0%	900%	Hoch	81	"0,76"	"3,58"																	
warmwasser luftwärmepumpe	EUR	500	0%	0%	Hoch	100	"0,53"	"2,36"																	
hybridheizung gas wärmepumpe förderung	EUR	50	-90%	0%	Hoch	75	"0,73"	"2,16"																	
wärmepumpe mieten förderung	EUR	50	0%	0%	Hoch	79	"2,62"	"10,60"																	
gasheizung mit wärmepumpe nachrüsten kosten	EUR	50	0%	0%	Mittel	57																			
kosten sole wasser wärmepumpe	EUR	500	0%	0%	Hoch	100	"1,04"	"3,12"																	
förderung erdwärme	EUR	500	0%	0%	Hoch	71	"0,77"	"3,30"																	
wärmepumpe neubau förderung	EUR	500	0%	0%	Hoch	74	"0,69"	"2,12"																	
luft wärmepumpe mit solarthermie kosten	EUR	50	0%	0%	Hoch	87	"1,22"	"5,64"																	
wärmepumpenboiler förderung	EUR	50	0%	0%	Mittel	58	"0,92"	"1,80"																	
heizkosten wärmepumpe	EUR	500	0%	0%	Mittel	64	"0,68"	"1,94"																	
wieviel kw wärmepumpe	EUR	500	0%	0%	Hoch	80	"0,64"	"1,98"																	
luft wasser wärmepumpe für altbau	EUR	50	0%	0%	Hoch	100	"1,03"	"3,21"																	
luftwärmepumpe stromverbrauch berechnen	EUR	50	0%	0%	Niedrig	29																			
ölheizung mit wärmepumpe ergänzen kosten	EUR	500	0%	900%	Hoch	81	"0,78"	"2,23"																	
wieviel kostet wärmepumpe	EUR	500	0%	900%	Hoch	80	"1,00"	"3,19"																	
gas oder wärmepumpe	EUR	500	0%	0%	Hoch	72	"0,91"	"3,24"																	
luft wasser wärmepumpe kosten einfamilienhaus	EUR	50	0%	0%	Hoch	89	"2,15"	"4,71"																	
heizung erdwärme kosten	EUR	50	-90%	0%	Hoch	77	"0,64"	"2,50"																	
wärmepumpe mit solarthermie altbau	EUR	50	0%	0%	Hoch	97	"0,81"	"2,40"																	
kfw darlehen wärmepumpe	EUR	500	0%	0%	Hoch	75	"0,42"	"3,14"																	
erdwärmesonde kosten	EUR	500	-90%	-90%	Mittel	64	"0,64"	"2,64"																	
wärmepumpe für alte häuser	EUR	50	-90%	0%	Hoch	94	"1,50"	"4,36"																	
kfw kredit für wärmepumpe	EUR	500	0%	0%	Hoch	77	"0,48"	"3,65"																	
wolf wärmepumpe altbau	EUR	50	0%	0%	Hoch	100	"0,71"	"2,52"																	
kostenvergleich wärmepumpe gasheizung	EUR	500	0%	0%	Hoch	74	"0,71"	"2,87"																	
luftwärmepumpe heizung kosten	EUR	50	0%	0%	Hoch	88	"1,62"	"4,41"																	
bafa förderung luft luft wärmepumpe	EUR	50	0%	0%	Mittel	57	"0,49"	"2,18"																	
warmwasser wärmepumpe mit heizungsunterstützung	EUR	50	0%	0%	Hoch	100	"0,59"	"1,99"																	
wärmepumpen zuschuss 2023	EUR	50	0%	0%	Hoch	76	"0,86"	"1,75"																	
kosten luft luft wärmepumpe	EUR	5000	0%	900%	Hoch	100	"0,91"	"3,27"																	
betriebskosten wärmepumpe	EUR	500	0%	0%	Hoch	70	"0,62"	"2,27"																	
wärmepumpe stiebel eltron preis	EUR	500	0%	0%	Hoch	100	"0,98"	"2,80"																	
installation wärmepumpe kosten	EUR	500	0%	0%	Hoch	81	"1,71"	"5,45"																	
kosten einer wärmepumpe im altbau	EUR	50	0%	0%	Hoch	83	"1,09"	"4,47"																	
wärmepumpe erdsonde kosten	EUR	500	0%	0%	Hoch	77	"1,10"	"3,83"																	
wärmepumpe mit fußbodenheizung kosten	EUR	500	0%	0%	Hoch	79	"1,69"	"6,91"																	
wärmepumpe bosch kosten	EUR	500	0%	0%	Hoch	99	"1,12"	"3,63"																	
wärmepumpe nachrüsten gasheizung	EUR	50	0%	0%	Hoch	88	"1,20"	"5,58"																	
warmwasser wärmepumpe mit solarthermie	EUR	50	0%	0%	Hoch	100	"0,49"	"1,61"																	
gasheizung kaufen einfamilienhaus	EUR	50	0%	0%	Hoch	99	"0,86"	"2,97"																	
kfw förderung wärmepumpe antrag	EUR	500	-90%	0%	Mittel	65	"0,27"	"2,26"																	
wärmepumpe für mehrfamilienhaus kosten	EUR	500	0%	0%	Hoch	80	"1,41"	"5,32"																	
luft wärmepumpe altbau kosten	EUR	50	0%	0%	Hoch	80	"0,96"	"4,46"																	
gasheizung gegen wärmepumpe austauschen kosten	EUR	50	0%	900%	Hoch	76	"1,36"	"5,51"																	
kfw förderung für wärmepumpen	EUR	50000	0%	0%	Hoch	69	"0,21"	"2,76"																	
wärmepumpe 50 kw preis	EUR	50	-90%	0%	Hoch	99	"1,32"	"3,47"																	
luftwärmepumpe mit photovoltaik kosten	EUR	50	0%	0%	Hoch	100																			
wasser wasser wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,84"	"2,88"																	
von ölheizung auf wärmepumpe umrüsten kosten	EUR	500	0%	900%	Hoch	78	"1,30"	"4,40"																	
wärmepumpe für altbau ohne fußbodenheizung erfahrungen	EUR	500	0%	0%	Hoch	86	"0,72"	"2,13"																	
wärmepumpe bei altbau	EUR	500	-90%	-90%	Hoch	81	"0,86"	"3,29"																	
wärmepumpe efh	EUR	50	0%	0%	Hoch	100	"2,37"	"8,35"																	
leistung wärmepumpe einfamilienhaus	EUR	500	-90%	-90%	Hoch	91	"0,64"	"1,83"																	
förderungen wärmepumpe 2023	EUR	50	0%	0%	Niedrig	25	"0,83"	"1,51"																	
yello strom wärmepumpe	EUR	50	0%	0%	Mittel	62	"1,31"	"2,32"																	
strom für wärmepumpen preisvergleich	EUR	500	0%	0%	Hoch	78	"0,95"	"2,88"																	
stromkosten wärmepumpe berechnen	EUR	50	-90%	0%	Hoch	81	"0,70"	"2,12"																	
lg wärmepumpe altbau	EUR	50	0%	0%	Hoch	100	"0,68"	"2,02"																	
bohrung erdwärme kosten	EUR	500	0%	0%	Mittel	64	"0,48"	"2,52"																	
kosten umrüstung wärmepumpe	EUR	50	0%	0%	Hoch	80	"2,13"	"7,50"																	
kosten hybridheizung gas wärmepumpe	EUR	50	0%	0%	Hoch	88	"1,04"	"2,64"																	
wieviel förderung für wärmepumpe	EUR	500	0%	900%	Hoch	79	"1,07"	"3,43"																	
staatliche förderung für wärmepumpen	EUR	5000	0%	900%	Hoch	80	"1,30"	"4,36"																	
ölheizung gegen wärmepumpe austauschen kosten	EUR	500	0%	-90%	Hoch	79	"2,66"	"8,18"																	
lohnt sich eine wärmepumpe im altbau	EUR	500	0%	0%	Hoch	78	"0,93"	"3,13"																	
neue wärmepumpe kosten	EUR	50	-90%	0%	Hoch	78	"1,53"	"5,36"																	
verbrauch wärmepumpe im jahr	EUR	500	0%	0%	Mittel	62	"0,38"	"1,73"																	
vaillant wärmepumpe warmwasser	EUR	500	0%	0%	Hoch	100	"0,29"	"1,40"																	
luftwärmepumpe für heizung und warmwasser	EUR	50	0%	0%	Hoch	94	"1,27"	"3,68"																	
erdsonden wärmepumpe kosten	EUR	500	0%	0%	Hoch	77	"1,10"	"3,83"																	
förderung wärmepumpe 2022 privat	EUR	50	∞	∞	Niedrig	0																			
heizungsfinder de gasheizung	EUR	50	0%	0%	Hoch	86	"1,50"	"2,81"																	
stromverbrauch wärmepumpe winter	EUR	50	0%	0%	Mittel	44	"0,31"	"1,35"																	
klimaanlage wärmepumpe förderung	EUR	50	0%	0%	Hoch	85	"0,48"	"1,95"																	
photovoltaik und wärmepumpe kosten	EUR	500	0%	900%	Hoch	73	"1,70"	"6,93"																	
preis luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	97	"0,94"	"4,23"																	
gasheizung mit wärmepumpe ergänzen kosten	EUR	500	0%	0%	Hoch	94	"0,82"	"2,65"																	
wärmepumpe zusätzlich zur gasheizung	EUR	500	0%	900%	Hoch	99	"0,63"	"2,30"																	
wärmepumpe wohnung kosten	EUR	50	0%	0%	Hoch	99	"1,71"	"5,21"																	
luftwärmepumpe nachteile	EUR	50	0%	0%	Mittel	66	"0,28"	"1,54"																	
bafa förderung split klimaanlage	EUR	50	0%	0%	Mittel	51	"0,47"	"1,22"																	
wärmepumpe finanzierung	EUR	500	0%	0%	Hoch	83	"3,39"	"12,73"																	
hochtemperatur wärmepumpe kosten	EUR	500	0%	0%	Hoch	90	"0,99"	"2,64"																	
förderung bei wärmepumpen	EUR	50000	0%	0%	Hoch	79	"0,96"	"3,52"																	
leistungsaufnahme wärmepumpe	EUR	500	0%	0%	Hoch	67	"0,30"	"1,40"																	
luft luft wärmepumpe stromverbrauch	EUR	50	-90%	0%	Mittel	46	"0,30"	"1,47"																	
wärmepumpe finanzieren kfw	EUR	50	0%	900%	Hoch	82	"1,84"	"7,68"																	
solvis wärmepumpe preis	EUR	500	0%	0%	Hoch	70	"0,70"	"1,94"																	
förderung wärmepumpe mit photovoltaik bafa	EUR	50	0%	0%	Hoch	86																			
umbau ölheizung auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	78	"2,11"	"6,77"																	
gasheizung und wärmepumpe	EUR	50	0%	0%	Hoch	96	"0,75"	"2,75"																	
gasheizung mit solarthermie förderung	EUR	50	0%	0%	Hoch	76	"1,04"	"3,07"																	
erdsonde kosten	EUR	50	0%	0%	Hoch	76	"0,64"	"2,56"																	
heizen mit erdwärme kosten	EUR	50	-90%	0%	Hoch	77	"0,64"	"2,50"																	
kosten grundwasserwärmepumpe	EUR	50	0%	0%	Hoch	87	"0,98"	"3,07"																	
wärmepumpe austauschen kosten	EUR	500	0%	0%	Hoch	76	"2,06"	"6,99"																	
kosten wärmepumpenheizung altbau	EUR	50	-100%	-100%	Unbekannt																				
stromkosten wärmepumpe altbau	EUR	500	0%	900%	Hoch	74	"0,73"	"2,04"																	
luft luft wärmepumpe förderung 2023	EUR	50	0%	0%	Unbekannt																				
wärmepumpe altbau vaillant	EUR	50	0%	0%	Hoch	97	"1,86"	"3,72"																	
wärmepumpe heizung förderung	EUR	50	0%	0%	Hoch	84	"0,95"	"4,31"																	
warmwasser wärmepumpe buderus	EUR	500	0%	0%	Hoch	100	"0,31"	"1,54"																	
wärmepumpe mit photovoltaik und stromspeicher kosten	EUR	50	0%	0%	Hoch	92	"1,71"	"8,78"																	
strom wärmepumpe kosten	EUR	500	0%	0%	Hoch	71	"0,53"	"2,38"																	
wärmepumpen kostenvergleich	EUR	50	0%	0%	Hoch	86	"1,93"	"7,14"																	
wärmepumpe energieverbrauch	EUR	500	0%	0%	Mittel	65	"0,38"	"1,53"																	
warmwasser wärmepumpe 300l	EUR	500	0%	0%	Hoch	100	"0,32"	"1,62"																	
weishaupt wärmepumpe preisliste	EUR	500	0%	900%	Hoch	99	"0,81"	"1,96"																	
wärmepumpe tiefenbohrung kosten	EUR	500	0%	0%	Hoch	76	"0,73"	"2,86"																	
wärmepumpe kfw	EUR	500	0%	0%	Hoch	68	"0,46"	"4,28"																	
warmwasser wärmepumpe mit photovoltaik	EUR	50	0%	0%	Hoch	100	"0,68"	"1,75"																	
kombination gasheizung wärmepumpe	EUR	50	0%	0%	Hoch	91	"0,68"	"1,70"																	
wärmepumpe mit pv anlage kosten	EUR	50	0%	900%	Hoch	78	"3,40"	"12,52"																	
wärmepumpe 15 kw preis	EUR	50	0%	0%	Hoch	100	"1,17"	"3,41"																	
erdwärmepumpe kosten komplett	EUR	50	0%	900%	Mittel	64	"1,01"	"3,38"																	
erdwärmepumpe preis	EUR	500	0%	0%	Hoch	95	"1,09"	"3,07"																	
ölheizung durch wärmepumpe ersetzen kosten	EUR	50	0%	0%	Hoch	78	"2,13"	"7,94"																	
wartung wärmepumpe kosten	EUR	500	-90%	0%	Mittel	44	"0,60"	"1,98"																	
wärmepumpe 150 kw preis	EUR	50	0%	0%	Hoch	100	"1,16"	"2,57"																	
wärmepumpe für heizung und warmwasser kosten	EUR	50	0%	900%	Hoch	80	"1,00"	"3,15"																	
wärmepumpe bohrung kosten	EUR	500	0%	0%	Mittel	65	"0,64"	"2,61"																	
wärmepumpe 70 grad vorlauf kosten	EUR	50	0%	0%	Hoch	81	"1,22"	"3,22"																	
hochtemperatur wärmepumpe altbau	EUR	50	0%	0%	Hoch	93	"0,81"	"2,59"																	
zuschuss wärmepumpe 2022	EUR	50	-100%	-100%	Unbekannt																				
förderung neubau wärmepumpe	EUR	500	0%	0%	Hoch	74	"0,69"	"2,12"																	
bafa zuschuss wärmepumpe	EUR	50	-90%	0%	Hoch	74	"0,62"	"2,56"																	
luft wasser wärmepumpe kosten mit einbau	EUR	50	0%	0%	Hoch	77	"1,60"	"6,46"																	
wärmepumpe innenaufstellung nachteile	EUR	500	0%	0%	Mittel	66	"0,22"	"1,46"																	
stromverbrauch einfamilienhaus mit luftwärmepumpe	EUR	50	0%	0%	Mittel	43																			
bafa liste förderfähige wärmepumpen	EUR	500	0%	0%	Niedrig	8	"1,10"	"4,11"																	
